fastqFileNumber,sample,bam_path,perturbation_id,locus,perturbation,marker,locus_coverage,coverage_notes,log2_length_scaled,status
188,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_1.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
188,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,HYG,0,,0,0
189,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_2.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
189,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_2.markdup.sorted.bam,geno2,YKL038W,deletion,HYG,0.04,,1.58,0
190,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_1.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
190,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,HYG,0.02,,1,0
191,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_2.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
191,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_2.markdup.sorted.bam,geno2,YKL038W,deletion,HYG,0,,0,0
192,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_1.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0.03,,1,0
192,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,HYG,0,,0,0
193,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_2.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
193,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_2.markdup.sorted.bam,geno2,YKL038W,deletion,HYG,0,,0,0
194,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_1.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
194,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,HYG,0,,0,0
195,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_2.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
195,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_2.markdup.sorted.bam,geno2,YKL038W,deletion,HYG,0,,0,0
196,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
196,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.98,,8.19,8
197,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
197,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.99,,8.32,8
198,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_1.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0.26,,3.17,8
198,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_1.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.28,,3.91,8
199,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_2.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0.05,,1,0
199,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_2.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.37,,4.17,8
200,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_1.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
200,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_1.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.35,,4.25,8
201,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_2.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
201,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_2.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.22,,3.46,0
202,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_1.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
202,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_1.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.37,,4,8
203,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_2.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
203,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_2.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.27,,4.09,8
204,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_1.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
204,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_1.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.43,,4.64,8
205,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_2.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
205,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_2.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.26,,3.58,8
206,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_1.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
206,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_1.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.37,,4.52,8
207,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_1.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
207,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_1.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.8,,6.25,8
208,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_2.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
208,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_2.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.58,,6.27,8
209,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
209,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
210,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
210,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
211,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
211,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
212,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.14,,2,0
212,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_2.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0.06,,2,0
213,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
213,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
214,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.07,,1,0
214,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_2.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
215,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
215,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
216,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.01,,0,0
216,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
217,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.01,,0,0
217,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_2.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
218,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.07,,1,0
218,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
219,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.01,,0,0
219,YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_2.markdup.sorted.bam,geno2,YKL038W,deletion,"NAT",0,,0,0
220,WT_YPD_none_none_2_1440_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_YPD_none_none_2_1440_none_1.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
221,WT_YPD_none_none_2_1440_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_YPD_none_none_2_1440_none_2.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
222,WT_YPD_none_none_2_1440_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_YPD_none_none_2_1440_none_3.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
223,WT_Minimal_HisMetLeuUra_Galactose_0.0015_-1_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_Minimal_HisMetLeuUra_Galactose_0.0015_-1_none_1.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
224,WT_Minimal_HisMetLeuUra_Galactose_0.0015_-1_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_Minimal_HisMetLeuUra_Galactose_0.0015_-1_none_2.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
225,WT_Minimal_HisMetLeuUra_Galactose_2_30_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_Minimal_HisMetLeuUra_Galactose_2_30_none_1.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
226,WT_Minimal_HisMetLeuUra_Galactose_2_30_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_Minimal_HisMetLeuUra_Galactose_2_30_none_2.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
227,WT_Minimal_HisMetLeuUra_Galactose_2_45_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_Minimal_HisMetLeuUra_Galactose_2_45_none_1.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
228,WT_Minimal_HisMetLeuUra_Galactose_2_45_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_Minimal_HisMetLeuUra_Galactose_2_45_none_2.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
229,WT_Minimal_HisMetLeuUra_Galactose_2_60_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_Minimal_HisMetLeuUra_Galactose_2_60_none_1.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
230,WT_Minimal_HisMetLeuUra_Galactose_2_60_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_Minimal_HisMetLeuUra_Galactose_2_60_none_2.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
231,WT_Minimal_HisMetLeuUra_Galactose_2_90_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_Minimal_HisMetLeuUra_Galactose_2_90_none_1.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
232,WT_Minimal_HisMetLeuUra_Galactose_2_90_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_Minimal_HisMetLeuUra_Galactose_2_90_none_2.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
233,WT_Minimal_HisMetLeuUra_Galactose_2_180_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_Minimal_HisMetLeuUra_Galactose_2_180_none_1.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
234,WT_Minimal_HisMetLeuUra_Galactose_2_180_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_Minimal_HisMetLeuUra_Galactose_2_180_none_2.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
235,WT_Minimal_HisMetLeuUra_Galactose_2_300_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_Minimal_HisMetLeuUra_Galactose_2_300_none_1.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
236,WT_Minimal_HisMetLeuUra_Galactose_2_300_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_Minimal_HisMetLeuUra_Galactose_2_300_none_2.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
237,WT_YPD_none_none_2_1440_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_YPD_none_none_2_1440_none_4.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
238,WT_YPD_none_none_2_1440_none_5,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_YPD_none_none_2_1440_none_5.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
239,WT_YPD_none_none_2_1440_none_6,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_YPD_none_none_2_1440_none_6.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
240,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
240,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.98,,8.93,8
241,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_3.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
241,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_3.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.48,,4.75,8
242,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_3.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
242,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_3.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.5,,4.86,8
243,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_3.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
243,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_3.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.66,,5.36,8
244,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_3.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
244,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_3.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.44,,5.09,8
245,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_2.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
245,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_2.markdup.sorted.bam,geno2,YBR033W,deletion,HYG,0.7,,5.61,8
246,YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_3.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
